title,genres,overview,vote_average,release_date,popularity,keywords,backdrop_path,homepage
The Lion King 1½,"Family, Animation, Comedy, Action",Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,6.579,06-02-2004,37.621,"pig, africa, lion, sequel, royalty, best friend",/3eQnD9CIUerbXbgtFE1zJNvEVVo.jpg,
Her,"Romance, Science Fiction, Drama","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",7.862,18-12-2013,37.608,"future, artificial intelligence (a.i.), computer, satire, love, loneliness, transhumanism, los angeles, california, heartbreak, singularity",/sPPsR9f4K0movWVQ99u4uMqFzEL.jpg,http://www.herthemovie.com/
Stand by Me Doraemon 2,"Animation, Family, Science Fiction","Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding.",7.7,20-11-2020,37.575,"gadget, time travel, school, based on manga, anime, based on anime",/fStC0dSCRQslE9NzXa36EyOom81.jpg,https://doraemon-3d.com/
Bohemian Rhapsody,"Music, Drama, History","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",7.997,24-10-2018,37.55,"london, england, aids, musician, 1970s, queen, biography, based on true story, singer, hiv, male homosexuality, fame, rock band, lgbt, 1980s, gay theme, music movie",/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,http://bohemianrhapsody.com
The Last Samurai,"Drama, Action, War","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",7.574,05-12-2003,37.549,"japan, samurai, swordplay, general, sense of guilt, war veteran, sword, war crimes, loss of loved one, self-discovery, arms deal, homeland, katana, emperor, language barrier, mountain village, foreign legion, insurgence, mercenary, campaign, leader, war strategy, gettysburg, slaughter, soldier, period drama, alcoholic, u.s. soldier, japanese army, warrior, 19th century, war trauma",/mxlXUzriCrR51C1o4gSJalU1NNk.jpg,https://www.warnerbros.com/last-samurai
Fullmetal Alchemist: The Revenge of Scar,"Fantasy, Action, Adventure",The Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead.,6.704,20-05-2022,37.499,"sequel, alchemy",/yaze6df9AMIA9oeDEbIZ4zOTRCJ.jpg,https://www.netflix.com/title/81266975
Murder on the Orient Express,"Mystery, Drama, Crime",Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,6.706,03-11-2017,37.493,"princess, based on novel or book, venice, italy, professor, detective, investigation, orient express, knife, europe, remake, murder, snow, whodunit, train, stabbing, alps mountains, murder mystery, 1930s, steam train",/2J283YNxKhxAqHeVegUJ5mzLfGb.jpg,
A Very Venice Romance,"TV Movie, Comedy, Romance","Amy is a New York City executive working for Blossom, a wellness company that has been trying to launch deliverable meal prep kits. She needs to find a chef to help guide the venture and tries to woo Marcello Barone, an Italian chef. When Amy contacts him, he turns her down -- Marcello got burned in the past by the New York restaurant scene and is now enjoying running a cooking school in Venice. To try and persuade him, Amy enrolls in his cooking school, which is located in a stunning Venetian palazzo. While there, Marcello introduces Amy to the slow-paced pleasures of Italy and shows her how the kits can be healthy by using fresh ingredients. But when the cooking course is over, and Amy fails to lure Marcello back to New York, will she go back or stay in Venice?",7,30-09-2023,37.492,,/wGOX3sS3fSUaTBpEJyupwlGiUFW.jpg,
Carter,"Action, Thriller, Crime","Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",6.108,05-08-2022,37.45,"cia, amnesia, double cross, agent, gun violence, virus, south korea, inter-korean relations, graphic violence, dark fiction, psychological manipulation",/nHWr40LGgyxymEhZCOA2WHATPpn.jpg,https://www.netflix.com/title/81399639
28 Days Later,"Horror, Thriller, Science Fiction","Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",7.202,31-10-2002,37.355,"daughter, taxi, london, england, submachine gun, gas station, infection, outbreak, survival, laboratory, hospital, zombie, brutality, church, rage, epidemic, military, virus, waking from coma, animal research, brutal violence",/veUl0QT8swshQ9Dz0fQ1k6ZkthD.jpg,
This Is the End,"Action, Comedy","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",6.222,12-06-2013,37.315,"friendship, monster, panic, painting, exorcism, dark comedy, possession, satire, celebrity, friends, end of the world, house party, apocalypse, hollywood, creature, drugs, demon, self-referential, end, claustrophobic, other worldly, biblical, actor playing themself, pineapple express 2",/sXfN4ir91SfTeoWidIukQWane43.jpg,http://www.thisistheend.com/
Warcraft,"Action, Adventure, Fantasy","The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",6.364,25-05-2016,37.312,"video game, chase, orcs, elves, magic, based on comic, world of warcraft, sorcerer, fictional war, based on video game, wizard, fictional language, live action and animation, muscles, sword and sorcery",/aTGvZ3F8QnAD8cPpJRaaqRRxFK6.jpg,http://www.warcraft-themovie.com/
Final Destination 3,"Horror, Mystery","A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",6.1,09-02-2006,37.305,"dying and death, stroke of fate, beheading, omen, premonition, burned alive, death",/upPtpWzVrUD8XPpoHh2CPTRk36o.jpg,
The (Almost) Legends,"Comedy, Music",A colorful Mexican town. Two half brothers. Romeo and Preciado meet again to honor their dad's memory in a car rally full of adrenaline and banda music.,7.886,19-07-2023,37.25,,/hYQhrc74UtjAaWJdGq3XnfOLvWf.jpg,
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy, Family, Science Fiction","After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",6.006,01-06-2016,37.237,"sibling relationship, turtle, based on comic, sequel, ninja, rat, teenage mutant ninja turtles, bebop and rocksteady",/41objfan7PDTBG5MFXQl4ownQzJ.jpg,http://www.teenagemutantninjaturtlesmovie.com/
Dawn of the Dead,"Horror, Action","A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",7.042,19-03-2004,37.211,"nurse, department store, shotgun, pregnancy, bite, habor, bus ride, dark comedy, lorry, gore, shopping mall, infection, basement garage, remake, survival, zombie, police officer, dog, death, security guard, gun store, duringcreditsstinger, zombie apocalypse",/rspbS1E9wJtslrb8amfJgtMBUVh.jpg,http://www.dawnofthedeadmovie.net/
Trolls,"Family, Animation, Fantasy, Adventure, Comedy, Music","From the creators of Shrek comes the most smart, funny, irreverent animated comedy of the year, DreamWorks' Trolls. This holiday season, enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comically pessimistic Bergens, who are only happy when they have trolls in their stomach. Featuring original music from Justin Timberlake, and soon-to-be classic mash-ups of songs from other popular artists, the film stars the voice talents of Anna Kendrick, Justin Timberlake, Russell Brand, James Corden, Kunal Nayyar, Ron Funches, Icona Pop, Gwen Stefani, and many more. DreamWorks' TROLLS is a fresh, broad comedy filled with music, heart and hair-raising adventures. In November of 2016, nothing can prepare you for our new Troll world.",6.671,13-10-2016,37.18,"friendship, hunger, musical, based on toy, troll, jukebox musical, kids",/gWCWHybWuVg3GmZpdY8qWGb85HR.jpg,http://www.dreamworks.com/trolls/
Aftersun,Drama,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,7.716,21-10-2022,37.165,"hotel, depression, karaoke, tourist, melancholy, vacation, turkey, swimming pool, coming of age, memory, tai chi, family vacation, first kiss, teenage daughter, lgbt, video recorder, woman director, moody, rug, father daughter relationship, reminiscing, gay theme, bittersweet",/d5l2ITQvpgP0dcWCAG6PUvp8YZw.jpg,https://a24films.com/films/aftersun
Knowing,"Action, Mystery, Science Fiction, Thriller",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,6.18,19-03-2009,37.125,"cataclysm, code, time capsule, end of the world, astrophysicist, grieving widower, lexington massachusetts, westford massachusetts, prediction, researcher, numbers, news",/tuYGaYW33H9qfmNRvyTXPXKtgeJ.jpg,http://knowing-themovie.com/
The Little Things,"Crime, Drama, Thriller","Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",6.329,28-01-2021,37.106,"detective, deputy sheriff, cop, serial killer, crime scene, los angeles, california, series of murders, cat and mouse, surveillance, lapd, homicide detective, prime suspect, 1990s, unsolved murders",/vfuzELmhBjBTswXj2Vqxnu5ge4g.jpg,https://www.thelittlethingsmovie.com
Blade,"Horror, Action","The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",6.762,21-08-1998,37.081,"martial arts, hero, vampire, superhero, supernatural, based on comic, rivalry, vampire hunter (slayer), sword fight, revenge, tragic hero, one man army, martial arts master, scientist, super power, blade, taunting, secret headquarters, escapade, deadly, master warrior, urban gothic, good versus evil",/fUkjt1C7V5RAKnkpLaiZy3hJ7xh.jpg,https://www.warnerbros.com/movies/blade
Kill Bill: Vol. 2,"Action, Crime, Thriller","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",7.876,16-04-2004,37.053,"daughter, martial arts, kung fu, showdown, right and justice, rage and hate, sibling relationship, swordplay, katana, mother role, single, sword fight, revenge, vigilante, retribution, aftercreditsstinger, duringcreditsstinger, kill bill",/70EtzaGfO2d8X5n8SLI4s61KuJh.jpg,
Smurfs: The Lost Village,"Family, Adventure, Animation, Comedy","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",6.323,23-03-2017,37.021,reboot,/AeMtzbw7shxtLvwKKqeITabpTrD.jpg,
Wish Dragon,"Animation, Family, Comedy, Fantasy",Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,7.957,15-01-2021,36.98,"wish, dragon",/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg,
Hunt,"Action, Mystery, Thriller","After a high-ranking North Korean official requests asylum, KCIA Foreign Unit chief Park Pyong-ho and Domestic Unit chief Kim Jung-do are tasked with uncovering a North Korean spy, known as Donglim, who is deeply embedded within their agency. When the spy begins leaking top secret intel that could jeopardize national security, the two units are each assigned to investigate each other.",6.661,10-08-2022,36.976,"assassin, espionage, spy, intelligence, secret agent, 1980s, korea president, south korea, inter-korean relations, national intelligence service (nis), chun doo-hwan",/aRJjCgp4uVUkXhDw8NClesQXbt3.jpg,http://www.huntthemovie.com/
Undisputed II: Last Man Standing,"Action, Crime, Thriller","Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",7.343,11-04-2006,36.941,jail,/rBNMvw9AUTYlVNjaEGwSNtgEMtd.jpg,
The Swan Princess: A Fairytale Is Born,"Family, Animation, Fantasy","Before becoming queen, Uberta lived a humble life with her husband Maximillian when she is suddenly thrust into royalty. Through triumph and tragedy, she learns the lessons needed to become a beloved Queen, all while raising the next generation of rulers. When it's time for Uberta to pass the royal scepter to Odette and Derek, rival Queen Wixom has plans of her own to ruin the kingdom's greatest coronation.",6.962,15-05-2023,36.936,,/9SICXMeX0v0gr5czpoRO5I0U7M9.jpg,https://www.sonypictures.com/movies/theswanprincessafairytaleisborn
Sea of Time,Drama,Two former lovers find themselves struggling for shared closure as one of them prepares to stage a play about the unspeakable tragedy that tore them apart decades ago.,7.7,21-09-2022,36.916,"sailboat, based on true story, couple, family tragedy, child loss, loss of child, time skip, loss of son",/4nlHGM6XWj3YJm28E849h0cf76U.jpg,
Chicken Run,"Animation, Comedy, Family","The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",6.758,23-06-2000,36.884,"farm, northern england, escape, freedom, chicken, yorkshire, stop motion, explosion, farmer, pie machine, claymation, plasticine, royal air force, raf",/xWG7emUlBPhsJ2MyQHqH0poeXwm.jpg,
The Enforcer,"Action, Crime, Drama, Thriller","A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.",7.2,22-09-2022,36.858,,/Aqldsq65Nj1KAkQD2MzkZsAk5N5.jpg,
The Call of the Wild,"Adventure, Family, Drama","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",7.572,19-02-2020,36.824,"based on novel or book, gold rush, dog, sled dogs, yukon, canada, 19th century, pets",/yFRpUmsreYO5Bc0HVBTsJsHIIox.jpg,https://family.foxmovies.com/movies/call-of-the-wild
Aristotle and Dante Discover the Secrets of the Universe,"Drama, Romance","Two teenage Mexican-American loners in 1987 El Paso explore a new, unusual friendship and the difficult road to self-discovery.",7,08-09-2023,36.819,"based on novel or book, texas, male friendship, lgbt, lgbt teen, mexican american, el paso, 1980s, teenage protagonist, based on young adult novel, gay youth, gay theme, boys' love (bl)",/4TAKTbN3viFUERDGAvEF1iuSHVD.jpg,https://www.bluefoxentertainment.com/films/aristotle-and-dante-discover-the-secrets-of-the-universe
The Book of Eli,"Action, Thriller, Science Fiction","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",6.781,14-01-2010,36.812,"faith, chaos, dystopia, post-apocalyptic future, bible, survival, gunfight, blind, brutality, cannibal, combat, 2040s, carnage",/aPrrrGtSjXbw8XnpzsVJgF0ioq3.jpg,
Rise of the Guardians,"Family, Animation, Fantasy, Action, Adventure","When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",7.36,21-11-2012,36.796,"new york city, friendship, amnesia, santa claus, cartoon, easter bunny, boogeyman, jack frost, duringcreditsstinger, christmas",/46IGtYNjpIvQYRIQlb2X493Wh8x.jpg,http://www.riseoftheguardians.com/
Two Sinners and a Mule,"Western, Action","Kicked out of a small Western town for sinful behavior, free-spirited Alice and Nora set out for Virginia City to pursue their dream of opening a restaurant. Out on the prairie, they come across an injured bounty hunter named Elden. Hoping to share in the reward, they nurse Elden back to health and help him stalk his prey, Grimes. But as Nora and Alice both develop feelings for Elden, no one notices that Grimes is now on their tail, and the hunters become the hunted…",6.4,21-04-2023,36.757,,/yx96Xz7ggs7TMmDqAa8G5oJ5ami.jpg,
Believers,Drama,"On a small island somewhere near Japan, three cult members have devoted themselves to the ""Deserted Island Program"". Calling each other by rank, these people-two men and one women-have been chosen by their superiors to throw off the corrupt influence of modern society and ""purify"" themselves. But as time passes two of the members begin to give into human desire.",6.667,08-07-2022,36.756,"island, cult",/taxIpoOSUsW6pLCz30VgG8KSvSq.jpg,https://believers-movie2022.com/
Eden Lake,"Horror, Thriller","When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",6.795,12-09-2008,36.75,"lake, beach, husband wife relationship, sadism, camping, rottweiler, forest, revenge, survival, fear, couple, gang violence, teenage killer",/s9v1QZMVhwShQ7415jPhtfqzyjG.jpg,
The Revenant,"Western, Drama, Adventure","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.5,25-12-2015,36.747,"rape, based on novel or book, parent child relationship, winter, child murder, mountain, grizzly bear, wilderness, gore, native american, forest, based on true story, liar, fur trapping, frontier, remake, revenge, survival, murder, bear, snow, scalping, nature, wild west, bear attack, indian attack, dead horse, starvation, 19th century, wolves",/3uM41OT0RfBkE6Gb6U89LEskJBr.jpg,https://www.foxmovies.com/movies/the-revenant
Snatch,"Crime, Comedy","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",7.801,01-09-2000,36.73,"robbery, trailer park, england, gypsy, gambling, bare knuckle boxing, slang, antwerp, pig, gangster, boxer, underground fighting, diamond heist, pikey",/ysKahAEPP8h6MInuLjr0xuZOTjh.jpg,
Black Hawk Down,"Action, History, War","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",7.368,28-12-2001,36.7,"based on novel or book, ambush, chaos, militia, prisoner of war, wound, somalia, warlord, famine, arms dealer, delta force, gunfight, combat, 1990s, mogadishu, rescue operation, peacekeeper, soldiers, street shootout",/dd11uT1rtjQfEwEAvWiNfXgzXtD.jpg,
The Purge: Anarchy,"Horror, Thriller","One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",6.649,17-07-2014,36.694,"sniper, psychopath, bus, assault rifle, machete, sequel, revenge, murder, rampage, motorcycle, masked man, death, survival horror, martyr, gatling gun, purge",/blfZnm6StMPnTY35kaooPBCsSVp.jpg,
The Great Gatsby,"Drama, Romance","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",7.379,09-05-2013,36.651,"infidelity, based on novel or book, obsession, hope, long island, new york, 1920s, voiceover",/tb440cwQMRoVHnhYJlzlxfv1ikm.jpg,https://www.warnerbros.com/movies/great-gatsby
The Kissing Booth,"Romance, Comedy","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",7.229,11-05-2018,36.649,"based on novel or book, crush, los angeles, california, high school student, based on young adult novel",/aqrDUkuzksLhOD8pbyBXLO0dz5t.jpg,https://www.netflix.com/title/80143556
The Change-Up,Comedy,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",6.134,05-08-2011,36.648,"jealousy, chance, change, wish, man change, co-workers relationship, body-swap",/rhXjoe4cPdJzcf2Dv01nd2BUO3V.jpg,http://www.thechangeupmovie.com/
Thir13en Ghosts,"Horror, Thriller","Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",6.208,26-10-2001,36.636,"single parent, chase, supernatural, haunted house, family relationships, remake, money, revenge, betrayal, inheritance, last will and testament, devil, survival horror, evil, ghost, curious, frightened, ghoulish",/okXFpyNquUVMvKRoaWjQOouvacl.jpg,
Armageddon,"Action, Thriller, Science Fiction, Adventure","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",6.829,01-07-1998,36.635,"daughter, race against time, space marine, moon, washington dc, usa, saving the world, cataclysm, paris, france, asteroid, self sacrifice, nasa, loss of loved one, natural disaster, u.s. air force, end of the world, space, disaster, wedding, astronaut, duringcreditsstinger, disaster movie, heroic mission, daring rescue, space centre",/sODk4VuMTt8S56zYFOr1Kx8BFqu.jpg,
Anastasia,"Animation, Family, Fantasy, Adventure","In this animated, optimistic retelling of one of the greatest myths in history, the evil wizard Rasputin puts a hex on the royal Romanovs and young Anastasia is lost when their palace is overrun. Ten years later, the Grand Duchess offers a reward for Anastasia's return. Two scheming Russians, planning to pawn off a phony, hold auditions and choose an orphan girl with a remarkable resemblance to the missing princess. They bring her to Paris for the reward, unaware she's the real Anastasia.",7.611,20-11-1997,36.612,"nightmare, czar / tsar / tzar, musical, sorcerer, russian revolution (1917), train explosion, 1920s, villain song",/7e17g6TlzzFyyOlVISAhGjQ40DK.jpg,
The Prince of Egypt,"Adventure, Animation, Drama, Family","This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",7.245,16-12-1998,36.543,"egypt, moses, kingdom, pyramid, exodus, musical, governance, ancient egypt, pharaoh, woman director, passover",/cVa8EkjvT7IP0NMrGOKXs1UVUKs.jpg,
The Killer,"Action, Crime, Thriller","When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",7.9,13-07-2022,36.517,"based on novel or book, kidnapping",/8gBYmKvo230576bXmW8UZR8zGbB.jpg,https://www.thekiller2022.com/
Barbie in The 12 Dancing Princesses,"Animation, Family","King Randolph sends for his cousin, Duchess Rowena, to help turn his daughters, Princess Genevieve and her eleven sisters, into royal material. But the Duchess strips the sisters of their fun, including their favorite pastime: dancing. When all hope may be lost, the sisters discover a secret passageway to a magical land where they can dance the night away.",7.657,19-09-2006,36.505,"princess, dance, sibling relationship, ballet, based on toy, sister sister relationship",/v5xXTpfMT5NpjQeDMNYNLflaiuA.jpg,
American Reunion,Comedy,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",6.283,04-04-2012,36.476,"husband wife relationship, sequel, family reunion, masturbation, scat, high school reunion, quitting a job, milf, duringcreditsstinger",/xr3a08OeCkSHwOUvJrOngQSlrC2.jpg,
50 First Dates,"Comedy, Romance","Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",6.844,13-02-2004,36.466,"amnesia, hawaii, romantic comedy, deception, womanizer, love, car accident, screwball comedy, short term memory loss, true love, loving, romantic, joyful",/z6eMgnSt6VA0Gf9dirjpkBPu0uS.jpg,
Zodiac,"Crime, Drama, Mystery, Thriller",A cartoonist teams up with an ace reporter and a law enforcement officer to track down an elusive serial killer.,7.5,02-03-2007,36.465,"newspaper, journalist, california, based on novel or book, police, san francisco, california, killing, detective, 1970s, investigation, victim, code, murder, serial killer, crime scene, reporter, whodunit, alcoholic, young man, fourth of july, newspaper article, cartoonist, 1960s, zodiac killer, bar",/cYU5msaAPbHRZ3Qm4Y36Fz8wkqX.jpg,https://www.paramountmovies.com/movies/zodiac
Self/less,"Science Fiction, Mystery, Thriller, Action",An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,6.409,10-07-2015,36.46,"immortality, lie, terminal illness, laboratory, cancer, doctor, body-swap, death, rich, false memory, soul transference, rich man, mind transfer, host body, body snatching, eternal",/edeAsyMfRYmNmFUIG1WzK7gcM1y.jpg,http://selflessmovie.tumblr.com/
Get Out,"Mystery, Thriller, Horror","Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",7.62,24-02-2017,36.442,"kidnapping, externally controlled action, manipulation, dark comedy, hypnosis, parents-in-law, satire, racist, revenge, interracial relationship, disappearance, racism, psychological thriller, neurosurgeon, missing person, stereotype, brain surgery, race-conscious, pretentious",/o8dPH0ZSIyyViP6rjRX1djwCUwI.jpg,http://www.getoutfilm.com/
Terminator 3: Rise of the Machines,"Action, Thriller, Science Fiction","It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",6.145,02-07-2003,36.434,"man vs machine, artificial intelligence (a.i.), saving the world, leather jacket, cyborg, killer robot, dystopia, nanotechnology, rocket launcher, veterinarian, fire engine, villain, time travel, psychiatrist, urban setting, female villain, firefighter, action hero, 2030s, good versus evil, terminator",/kbXMOnz2RhTSAbLtHX5hy5AXtwv.jpg,https://www.warnerbros.com/movies/terminator-3-rise-machines/
American History X,Drama,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.352,01-07-1998,36.427,"prison, neo-nazism, rape, skinhead, sibling relationship, swastika, brother, fascism, jail, school, los angeles, california, family, xenophobia, interracial friendship, nazism",/9LSsSPbP715XT9B7acIZzantPyX.jpg,
The Grinch,"Animation, Family, Comedy, Fantasy",The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,6.828,08-11-2018,36.415,"holiday, surrealism, remake, based on children's book, christmas, illumination",/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,https://www.grinchmovie.com
