title,genres,overview,vote_average,release_date,popularity,keywords,backdrop_path,homepage
"As Above, So Below","Crime, Thriller, Action, Mystery","Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",6.83,02-06-2016,33.753,"corruption, political party, politics, mayor, 1940s",/5PnypKiSj2efSPqThNjTXz8jwOg.jpg,http://www.warnerbros.com/happy-feet
Den of Thieves,"Animation, Comedy, Family","Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",6.174,16-11-2006,33.717,,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,
Skyfall,"Comedy, Family, Fantasy","The travails of Sara, a frustrated fashion designer who blames karma for her bad luck. Fate will put her face to face with her sister, Lucy, who enjoys very different luck, and in a series of events and reunions that will lead her to make a radical decision.",6.462,05-08-2003,33.708,,/yMAqgJyxLm7wqeuQOr3J6FlIHxf.jpg,https://www.20thcenturystudios.com/movies/the-princess
The Fallout,"Action, Fantasy","Somewhere between Montmartre and Saint-Germain-des-Prés, Jean-Jacques Sempé and René Goscinny lean over a large white sheet of paper and bring to life a mischievous and endearing boy, Little Nicolas. From schoolyard games and fights to summer camp pranks and camaraderie, Nicolas lives a merry and enriching childhood – and brings friendship and newfound life to his creators, too.",6.9,16-06-2022,33.689,"berlin, germany, paris, france, alcohol, pen pals, travel, marijuana, nudism, duringcreditsstinger",/466zklOlxKDXID4ejaIXu3PN5nV.jpg,http://www.detectivepikachumovie.net/
The Matrix Revolutions,"Action, Adventure, Fantasy","When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",6.953,03-05-2019,33.679,,/fPGeS6jgdLovQAKunNHX8l0avCy.jpg,
The Island,"Adventure, Animation, Mystery",A man sees the dark side of the time-manipulating biotech company he works for when a crushing debt forces his wife to give up 40 years of her own life.,6.885,24-10-2011,33.653,"rape, fondling, remake, revenge, writer, garden shears, rape and revenge, emasculation",/dMqbyB5GQvDujXiKdKPhWT0VTRw.jpg,
The House,"Drama, Thriller, Action","Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",7.53,08-12-2006,33.641,"based on novel or book, shyness, family relationships, unrequited love, neighbor, teenage boy, first crush, young love, opposites attract, multiple perspectives, 1950s, 1960s, based on young adult novel",/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg,https://www.amazon.com/dp/B08VFD1Y3B
The Sadness,"Adventure, Action, Thriller, War","When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",7.026,29-04-2021,33.627,"corruption, sequel",/cCKU3EuiSKt6xsOI6gg5kiFgZYm.jpg,http://movies.disney.com/brother-bear-2
Limitless,"Adventure, Animation, Family","Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.",6.633,17-08-2006,33.614,"work, gypsy, gore, curse, psychologist, psychic, evil, loan officer, obituary, engagement ring",/24fe6ou97ammOg3O6ShCgaiolp4.jpg,
Emergency Declaration,"Action, Adventure, Science Fiction","After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",6.868,25-06-1996,33.606,"confession, cell phone, security guard, valentine's day, trapped in an elevator, office building",/5xegGPhCSVMKbyh6zeT6Th0BWLB.jpg,https://www.mgm.com/movies/spectre
King Arthur: Legend of the Sword,"Action, Adventure, Thriller","A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",6.533,26-10-2015,33.598,"high school, fake identity, bullying, high school sports, adult as a child, do over, age change",/90ez6ArvpO8bvpyIngBuwXOqJm5.jpg,https://www.netflix.com/title/81302750
Man on Fire,"Animation, Fantasy, Adventure, Action","On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",8.017,20-12-2022,33.58,"cartoon, black humor, family, addams family",/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg,https://midway.movie
The Greatest Showman,"Action, Drama, War, History, Adventure","The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",7.155,06-11-2019,33.577,"strong woman, hacker, philosophy, cyborg, dystopia, investigation, female protagonist, cyberpunk, terrorism, based on manga, evolution, network, based on anime, prosthesis, anxious",/wDyM1lIIgK4RIDAgr8iuZe9N1cf.jpg,
(500) Days of Summer,"Comedy, Drama, Romance","In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",8.552,20-10-1995,33.575,"japan, airplane, flying, world war ii, earthquake, biography, great depression, pacific war, love, tuberculosis, adult animation, anime",/aRqTPOPt8BOHE0ngppM9jnuuaeS.jpg,http://www.sonypictures.com/movies/themagnificentseven/
Coach Carter,"Adventure, Action, Western","A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",6.418,14-09-2016,33.557,conspiracy,/w2IVckABEbAZOhuuLcQRHdyI6uk.jpg,https://www.netflix.com/title/81186049
The Jungle Book,"Action, Fantasy, Horror, Comedy",A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy lurking directly beneath their neighborhood.,6.84,12-08-2022,33.55,"dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child",/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg,https://www.foxmovies.com/movies/live-free-or-die-hard
Lost Highway,"Action, Thriller","Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",6.606,20-06-2007,33.523,"depression, florida, quarantine, coma, based on novel or book, mutation, self-destruction, professor, dna, expedition, transformation, alligator, hybrid, swamp, meteor, grief, physicist, cancer, memory loss, psychologist, scientist, paramedic, missing person, beast, geologist, biologist, unusual phenomena, compound, missing husband, fauna, mysterious life form, flora",/hoQhlAskVNgLQhArnH7reWP4pUp.jpg,http://www.asabovesobelowmovie.com/
Guardians of the Galaxy,"Horror, Thriller","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",6.664,14-08-2014,33.512,"chicago, illinois, murder, mobster, organized crime, psychological thriller, killer, double cross, tailor, one night, 1950s, single-set, gangsters",/lMWOcXVA62xnk1jSaz8iwrxVJR7.jpg,http://stxfilms.com/denofthieves/
13 Assassins,"Action, Thriller, Crime","A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",6.77,18-01-2018,33.471,"mass murder, holocaust (shoah), world war ii, mass shooting, death squads, jews, german history",/533xAMhhVyjTy8hwMUFEt5TuDfR.jpg,https://www.mgm.com/movies/skyfall
The Royal Tenenbaums,"Action, Adventure, Thriller","Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",7.227,24-10-2012,33.456,"ninja fighter, anime",/zZZ1FDl5FPClZ9OnMrlaPA4Iuxv.jpg,https://www.hbomax.com/the-fallout
Unknown,Drama,"The Nuremberg Einsatzgruppen trial of 1947/1948 is considered the largest murder trial in history against members of four death squads from the security police and SD (the security service of the SS). During World War II, six million Jews were murdered. Four million died in the extermination camps, but two million people were killed in systematic mass shootings. The perpetrators came face to face with their victims. They shot at men, women, children - day after day, obediently and assiduously, as if it were normal work. Tens of thousands of Germans belonged to the mobile commandos of the task forces and police battalions. Who were these men, how could they commit such murders? What did the few survivors tell, how were they able to escape the mass extinction and live on with the horrific experience? Based on written traditions, original documents, film footage and photos as well as expert statements, the documentary traces the path of one of these murder battalions.",7.687,17-03-2021,33.44,"teenage boy, held at gunpoint, teacher student relationship, albino, fainting, christ allegory, psionic power, healing power, flickering light, extrasensory perception, pale",/9SQ0ZLBAcv23D9xJ1nlgTWqDNc5.jpg,
Flight,"Adventure, Action, Thriller, Science Fiction","Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",6.71,05-11-2003,33.434,"philadelphia, pennsylvania, magic, secret identity, superhero, based on comic, wizard, superhuman strength, aftercreditsstinger, duringcreditsstinger, christmas, dc extended universe (dceu), flossing",/xm8h3tkzYL3cCy4o3luNEe0WVyE.jpg,http://www.theisland-themovie.com/
No Country for Old Men,"Action, Thriller, Science Fiction, Adventure","Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",6.7,21-07-2005,33.414,"sequel, zombie, based on video game, virus, anime",/vQGo5VjJcHxpzIa8lMBFzpAth1w.jpg,https://www.netflix.com/title/81178338
Rogue One: A Star Wars Story,"Animation, Drama, Comedy, Horror, Fantasy",A boy is given the ability to become an adult superhero in times of need with a single magic word.,7.032,14-01-2022,33.405,"based on novel or book, terminal illness, tragedy, hospital, shocking, anime, loving, serious, depressing",/7RUT5tGL1tBwbQajk6e9aE3zuwM.jpg,
J-Cup Tits Become Huge Erogenous Zone With Sensitivity To Upper Limit For Climax FUCK Shiose,"Horror, Thriller",BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,6.749,22-01-2021,33.392,"dragon, short film",/sVkjgKq8cwKm95LCyfrLldLbQIG.jpg,http://www.iamrogue.com/limitless/fullsite/
Cloudy with a Chance of Meatballs,"Thriller, Mystery, Science Fiction","After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",7.186,08-03-2011,33.384,"based on novel or book, tree, peasant, fox, cider, tale, farm life, anthropomorphism, revenge, stop motion",/lITyO4KDUIg7AujFKC3uCZMMskz.jpg,https://showbox.co.kr/En/Lineup/Detail?ck_year=2020&mvcode=JU200165
The Purge,"Action, Drama, Mystery, Thriller","It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",7.62,03-08-2022,33.35,,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg,http://kingarthurmovie.com
The Contractor,"Action, Drama, Fantasy","The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",6.536,10-05-2017,33.349,"rescue, jungle, cartoon elephant",/etBZfuOie3uODTKTV5xnbAKB4Fr.jpg,
Underworld: Evolution,"Action, Drama, Thriller","Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",7.45,23-04-2004,33.347,"martial arts, fighter, thailand, sculpture, muay thai, gay interest, fate",/n4CvA50GBtIPrSqCl8nMNZCliYI.jpg,http://thegreatestshowman.com/
Pearl Harbor,Drama,"The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!",7.908,20-12-2017,33.346,"dystopia, sequel, calvary, legalized murder, attack on politician, military attack",/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,https://www.foxmovies.com/movies/500-days-of-summer
Hotel Mumbai,"Comedy, Drama, Romance","When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",7.272,17-07-2009,33.311,,/69vunP9jK3AF22oUItfuUeI8Ohs.jpg,
Underworld: Awakening,"Drama, History","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",7.566,14-01-2005,33.291,"monster, china, archer, female soldier, historical fiction, explosion, period drama, british soldier, great wall of china, 15th century, female general, war",/uLtVbjvS1O7gXL8lUOwsFOH4man.jpg,http://movies.disney.com/the-jungle-book-2016
Hackers,"Family, Adventure, Drama, Fantasy","After spending time in prison following an assault charge, Connor Bates now works in a library and spends his free time running, swimming, and trying to piece his world back together. When he meets Marilyn Chambers, the wife of a wealthy businessman, they collide into an intense physical and emotional relationship that quickly escalates into idle talk about her husband’s murder.",6.86,07-04-2016,33.274,"cia, paris, france, cold war, kgb, female assassin, lgbt, modeling, professional assassin, 1990s, milan, italy",/wi8pmuxWN80AoDNnetNwwgZVbGg.jpg,
Herod's Law,"Drama, Thriller, Mystery",European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,7.583,15-01-1997,33.257,"special, anime, 龙珠, long lost sibling",/g2s22rGjCTCYsjI1iAflem7HjdG.jpg,http://marvel.com/guardians
Don't Blame Karma!,"Action, Science Fiction, Adventure",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,7.906,30-07-2014,33.255,"based on novel or book, sequel",/f2d419xzKDbtVpToJorTxlKMvgQ.jpg,http://www.13assassins.com/
Little Nicholas: Happy As Can Be,"Adventure, Drama, Action","Shortly after the defeat of Majin Buu a mysterious Saiyan arrives on Earth warning Goku and his friends about a new, powerful enemy.",7.296,09-09-2010,33.243,"ritual, paranoia, sweden, melancholy, cult, hallucinogenic drug, magic mushroom, anthropology, human sacrifice, paganism, death of family, macabre, boyfriend girlfriend relationship, midsummer, cultural conflict, mysterious, bad trip, folk horror, toxic relationship, midnight sun, isolated community, summer festival, traumatized woman, introspective, violence, ambiguous",/bQMRePvke0SruzXuDmx9v8vqNWW.jpg,
EuroTrip,"Comedy, Drama","A new school year, his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?",7.496,05-10-2001,33.203,"magic, holiday, snowman, cat and mouse",/kd9jFTTabg4xJpHDgxY0h8F9BzG.jpg,http://unknownmovie.warnerbros.com/
Paradise,"Action, Mystery, Thriller","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",6.667,16-02-2011,33.136,"new york city, space marine, saving the world, flying saucer, undercover, secret identity, superhero, deportation, illegal immigration, new identity, firearm, light, based on comic, alien, buddy cop, fictional government agency",/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,
I Spit on Your Grave,Drama,"It’s time to chase that holiday spirit with Tom and Jerry! With magic in the air, Jerry and his nephew, Tuffy, make a snow mouse that miraculously comes to life! To keep their new friend, Larry the snow mouse from melting, Tuffy and Jerry must race him to the fabled Snowman’s Village. In hot pursuit, Tom and devious Dr. Doublevay have their own plans for Larry’s magic.",6.818,02-11-2012,33.128,"assassin, bomb, hitman, marriage crisis, gun, secret identity, married couple, assault rifle, marriage, decoy, secret agent, dysfunctional marriage, gunfight, bullet wound",/lgAZWFxZUeud6HAGTAGRiNGnOkK.jpg,
Flipped,"Crime, Drama, Thriller","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",7.933,13-06-2007,33.115,"inventor, businessman, robot, dishonesty",/iIvtWOkRgzprh6PRPEdnEcwGyM0.jpg,http://www.starwars.com/films/rogue-one
Lost Bullet 2,"Action, Adventure, Science Fiction","After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",7.488,14-12-2016,33.1,"wolf, forest, death of father, growing up, rural area, werewolf, single mother, adult animation, werewolf child, farming community, farming, anime, mother son relationship, mother daughter relationship, brother sister relationship",/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,
Drag Me to Hell,"Romance, Drama","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",9,08-03-2022,33.08,"monster, pet, dog, animal, pets, dracula, short film",/figlwUsXXFehX3IebdjqNLV6vWk.jpg,http://www.cloudywithachanceofmeatballs.com/
Down,"Animation, Comedy, Family","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",6.6,17-09-2009,33.074,"casino, tiger, vault, mercenary, safe, heist, zombie animals, apocalypse, zombie, las vegas, widower, safecracker, booby trap, casino owner, walled city, zombie apocalypse, father daughter conflict, father daughter relationship, casino heist",/kIZzOU6ZSbcyejTK0c5BBeF3YfD.jpg,
17 Again,"Science Fiction, Horror, Thriller","After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",6.25,31-05-2013,33.071,"small town, steampunk, 19th century, headless horseman",/zv1xOEQzebKyku349qDZ085FZlO.jpg,https://www.paramountmovies.com/movies/the-contractor
The Addams Family,"Action, Adventure, Thriller",Drac tries out some new monster pets to help occupy Tinkles for playtime.,6.4,10-03-2022,33.067,"mission, submarine, world war ii, north atlantic, adoring",/qLYtITl4Yrl9G9yYcFA2D6b61gh.jpg,https://www.sonypictures.com/movies/underworldevolution
Ghost in the Shell,"Fantasy, Action, Thriller","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",6.57,12-01-2006,33.066,,/v63E5H5TD7Eay1gZPVt9ibP9riy.jpg,
The Wind Rises,"War, History, Romance, Drama",New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,6.932,21-05-2001,33.063,"exotic island, suicide attempt, volleyball, survival, loneliness, airplane crash, deserted island, tropical island",/bqFO92d1idNAI4OOncUrduz2YoA.jpg,http://hotelmumbaifilm.com
They Cloned Tyrone,"Thriller, History, Drama, Action","In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",7.555,14-03-2019,33.035,"sentence, illegal immigration, aging, senior citizen, retirement community, old-age home, human experiment, old age",/jBd8OJ8i7jonUdq95WsoWqW5d7t.jpg,https://www.sonypictures.com/movies/underworldawakening
The Sixth Sense,"Fantasy, Action, Horror","After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",6.298,19-01-2012,33.031,"curse, found footage",/10c3Hrn1clcSg9PJVl16TARq8Oe.jpg,https://www.mgm.com/#/our-titles/800/Hackers
Annihilation,"Action, Crime, Thriller, Drama","Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",6.329,14-09-1995,33.018,"dream, monster, brain tumor, detective, seattle, washington, gore, murder, vision, serial killer, hospital, miscarriage, videotape, murder mystery, sister sister relationship, psychic connection, american giallo",/2UBspLYMarpT0YDgymFBswOXwwk.jpg,
365 Days,"Comedy, Crime, Mystery","After a governor issues an executive order to arrest the children of undocumented immigrants, the detained youth are offered an opportunity to have their charges dropped by volunteering to provide care to the elderly. Once inside the elder care facility, however, they discover more twisted secrets than they could have possibly imagined.",7.933,09-11-1999,33.016,"friendship, gangster, philippines, nobleman, wealthy family, conglomerate heir, intense",/mr1Oqt7l32JEtfsd6MEJ17pI400.jpg,https://www.netflix.com/title/81380249
The Outfit,"Romance, Comedy","Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",7,03-08-2022,32.988,"austria, lgbt, lgbt in the military, gay theme",/df8ya9FKghk0U45G2nJru6ZOuUK.jpg,
"Ordinary Men: The ""Forgotten Holocaust""","Animation, Family","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",6.563,12-10-2022,32.976,softcore,/2hHkKgw9DW0pX0NLO4l8ds41p5M.jpg,
Naruto Shippuden the Movie: The Will of Fire,Comedy,"A boy fights at illegal boxing stadiums in the Philippines and has been searching for his Korean father to raise money for his sick Filipina mother's surgery. One day, he gets a message from his Korean father's side and flies to South Korea to meet him. However, the journey is full of plights as he is chased by the childe, a mysterious woman, and his Korean father's son.",6.6,20-02-2004,32.936,"drug dealer, mexico, drug smuggling, fireworks, camping, denver, colorado, carnival, witness protection, stripper, road trip, breaking the fourth wall, marijuana, drug stealing, man child, drugs, drug lord, first kiss, strip tease, dea, homeless girl, drug syndicate, drug gang, 4th of july, drug money, pretend family, rv",/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,https://www.netflix.com/title/81288179
Powder,"Science Fiction, Thriller, Action","Vice Lieutenant Eismayer is the most feared trainer and model macho in the Austrian Military and lives as a gay man in secret. When he falls in love with a young, openly gay soldier, his world gets turned upside down.",6.699,24-06-2023,32.909,"reincarnation, sequel, growing up, dog, animal shelter, pets",/707thQazLJiYLBhCrZlRoV05NNL.jpg,http://www.cinetelfilms.com/films/film-ispit.html
Shazam!,"Thriller, Crime, Horror",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,6.5,17-06-2010,32.901,"car race, sports, world champion, based on true story, adventurer, formula one (f1)",/3tvwsRSIDgwJuaGdh67XZ942UMy.jpg,http://www.warnerbros.com/flipped
Resident Evil: Vendetta,"Romance, Drama",A dog finds the meaning of his own existence through the lives of the humans he meets.,7.98,06-08-2010,32.9,"assassin, mexico, war veteran, usa–mexico border, murder, drug cartel, farmer, dead dog, road movie",/o2HR6hDdsIIXEJV7p2KulKybCvo.jpg,https://www.netflix.com/title/81509213
I Want to Eat Your Pancreas,"Action, Crime, Thriller","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",6.554,10-11-2022,32.899,"based on novel or book, concentration camp, world war ii, based on true story, historical drama, concentration camp survivor, spanish republican, weapon factory",/8urrLPW6HFaIuRhJ1G3iQ7usEo7.jpg,
How to Train Your Dragon: Homecoming,"Horror, Thriller","Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",6.404,15-03-2009,32.888,"florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship",/uCAy0n0WHTGU4d3LMJtE0fQxCej.jpg,https://www.hulu.com/movie/down
Fantastic Mr. Fox,"Horror, Drama, Thriller","In 1945, at the end of World War II, Neus Català returns to France, where she recalls her life under the Nazi yoke.",6.797,01-02-2019,32.884,pirate,/dDVqfmCzSy3TKSmiS2pJ9QB5E3P.jpg,http://www.17againmovie.com/
Dragon Knight,Comedy,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",6.287,11-03-2009,32.875,"based on novel or book, upper class, italy, swimming pool, coming of age, love, breaking the fourth wall, summer, teenage boy, masturbation, first love, lgbt, jewish family, 1980s, peach, gay theme",/zZiflZpuaZerugtfdyXcg6dcylD.jpg,https://www.addamsfamily.movie/
Horton Hears a Who!,"Family, Animation, Comedy, Fantasy","In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",6.613,10-10-2019,32.867,"sadness, vegetarian, tax collector, blind, pianist, organ transplant, blood type, sad story",/av2wp3R978lp1ZyCOHDHOh4FINM.jpg,http://www.ghostintheshellmovie.com/
Ong-Bak,"Science Fiction, Drama, Action",An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,6.066,29-03-2017,32.851,"martial arts, china, magic, gangster, mafia, defense, policeman, wuxia, 1940s, anarchic comedy, pretending to be gay, canton",/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,
The Purge: Election Year,"Drama, Animation, War","It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",7.781,20-07-2013,32.844,"bounty hunter, wyoming, usa, narration, mountain, hangman, whodunit, stagecoach, blizzard, post civil war, 19th century",/vYs1YGalB8IEXxdxDtqkL0vfHjO.jpg,https://www.netflix.com/title/80996324
Out of the Blue,"Comedy, Science Fiction, Mystery",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,6.775,14-06-2023,32.841,"assassin, espionage, wolf, maryland, covert operation, rooftop, exploding house, laptop, tracking device, fake id, pharmaceutical lab, government conspiracy, manila philippines, hunted, false passport, alberta canada, admiring",/isBjNHBblzxrzHrAtRbjgkYzAut.jpg,
The Great Wall,"Mystery, Thriller, Drama",New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,7.944,06-08-1999,32.836,"high school, breaking the fourth wall, teen movie, overachiever",/AcGvSRSwQcThKysnD4ohR18NoAt.jpg,http://annihilationmovie.com
Anna,"Science Fiction, Horror","Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",6.398,22-02-2018,32.793,"bondage, painting, secret society, bdsm, pink film, erotic movie",/iD4J82IFKi9j3HzSkHXb6WlDIYX.jpg,https://www.netflix.com/title/81245964
